id_player,player_name,nationality,field_position,id_team,assists,corners_taken,offsides,dribbles,total_attempts,attempts_on_target,attempts_off_target,blocked,balls_recovered,tackles,tackles_won,tackles_lost,clearance_attempted,fouls_committed,fouls_suffered,yellow_cards,red_cards,passing_accuracy(%),passes_attempted,passes_completed,crossing_accuracy(%),crosses_attempted,crosses_completed,free_kick_taken,matches_appearance,saves,goals_conceded,saves_on_penalty,clean_sheets,punches_made,goals,inside_area,outside_area,right_foot,left_foot,head,other,penalties_scored,distance_covered(km/h),top_speed,minutes_played,matches_appareance,Position,Age,Market Value,Club Name
250189506,ryan flamingo,Netherlands,Defender,50062,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,15.0,10.0,5.0,5.0,11.0,4.0,1.0,0,0,94.5,252.0,239.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,44.37,32.14,360.0,4.0,Centre-Back,22.0,€16.00m,PSV Eindhoven
250106969,miguel gutierrez,Spain,Defender,2602798,0.0,3.0,0.0,10.0,6.0,2.0,1.0,3.0,12.0,4.0,2.0,2.0,2.0,2.0,6.0,0,0,85.75,178.0,152.0,26.67,15.0,4.0,7.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,43.79,31.57,360.0,4.0,Left-Back,23.0,€25.00m,Girona FC
50327420,virgil van dijk,Netherlands,Defender,7889,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,21.0,3.0,2.0,1.0,13.0,2.0,0.0,1,0,93.5,284.0,265.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,37.76,34.92,360.0,4.0,Centre-Back,33.0,€100.00m,Liverpool FC
250070417,joshua kimmich,Germany,Midfielder,50037,3.0,19.0,0.0,0.0,6.0,3.0,2.0,1.0,20.0,8.0,2.0,6.0,0.0,3.0,2.0,1,0,91.0,398.0,366.0,32.0,25.0,8.0,9.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.69,32.23,360.0,4.0,Defensive Midfield,30.0,€90.00m,Bayern Munich
250096309,jules kounde,France,Defender,50080,3.0,0.0,0.0,11.0,2.0,0.0,1.0,1.0,22.0,3.0,1.0,2.0,9.0,4.0,2.0,0,0,90.0,198.0,180.0,14.29,7.0,1.0,6.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.39,31.61,360.0,4.0,Right-Back,26.0,€60.00m,FC Barcelona
250129965,marc casado,Spain,Midfielder,50080,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,18.0,19.0,7.0,12.0,5.0,10.0,5.0,1,0,89.75,251.0,226.0,0.0,1.0,0.0,7.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.3,29.28,360.0,4.0,Defensive Midfield,21.0,€30.00m,FC Barcelona
250004363,stefan ristovski,North Macedonia,Defender,50164,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,19.0,6.0,2.0,4.0,7.0,2.0,5.0,2,0,78.75,156.0,124.0,33.34,9.0,3.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.66,32.02,360.0,4.0,Right-Back,33.0,€4.00m,GNK Dinamo Zagreb
250139207,rico lewis,England,Defender,52919,1.0,0.0,2.0,5.0,3.0,3.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,93.25,269.0,251.0,50.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.24,32.53,360.0,4.0,Right-Back,20.0,€40.00m,Manchester City
250134304,gabriel martinelli,Brazil,Forward,52280,1.0,4.0,0.0,8.0,8.0,3.0,3.0,2.0,4.0,1.0,1.0,0.0,2.0,2.0,1.0,1,0,81.75,99.0,80.0,40.91,22.0,9.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.12,34.39,360.0,4.0,Left Winger,23.0,€85.00m,Arsenal FC
250189363,youngwoo seol,Korea Republic,Defender,50069,1.0,0.0,1.0,3.0,2.0,0.0,0.0,2.0,15.0,1.0,0.0,1.0,8.0,1.0,6.0,1,0,79.75,160.0,131.0,10.0,10.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.36,32.14,360.0,4.0,Right-Back,26.0,€2.00m,Red Star Belgrade
250052554,josip misic,Croatia,Midfielder,50164,1.0,3.0,1.0,2.0,3.0,0.0,1.0,2.0,23.0,12.0,5.0,7.0,4.0,6.0,3.0,0,0,86.0,186.0,160.0,0.0,3.0,0.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.09,32.47,360.0,4.0,Defensive Midfield,30.0,€3.50m,GNK Dinamo Zagreb
250134856,nico schlotterbeck,Germany,Defender,52758,1.0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,18.0,7.0,4.0,3.0,10.0,0.0,3.0,0,0,91.0,381.0,348.0,100.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.2,32.85,360.0,4.0,Centre-Back,25.0,€40.00m,Borussia Dortmund
250092668,david hancko,Slovakia,Defender,52749,1.0,0.0,1.0,3.0,7.0,0.0,3.0,4.0,20.0,6.0,4.0,2.0,17.0,1.0,0.0,0,0,89.0,245.0,221.0,0.0,4.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.4,32.74,360.0,4.0,Centre-Back,27.0,€35.00m,Feyenoord Rotterdam
250158901,filip panak,Czechia,Defender,50033,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,25.0,1.0,0.0,1.0,16.0,1.0,1.0,0,0,78.5,107.0,86.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.97,29.82,360.0,4.0,Centre-Back,29.0,€3.00m,AC Sparta Prague
250136465,nuno mendes,Portugal,Defender,52747,1.0,0.0,0.0,5.0,5.0,0.0,2.0,3.0,19.0,5.0,3.0,2.0,6.0,5.0,5.0,1,0,89.0,307.0,276.0,14.29,14.0,2.0,7.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.83,35.36,360.0,4.0,Left-Back,22.0,€65.00m,Paris Saint-Germain
250014042,callum mcgregor,Scotland,Midfielder,50050,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,21.0,4.0,2.0,2.0,6.0,4.0,3.0,0,0,91.5,246.0,227.0,0.0,1.0,0.0,7.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.46,29.71,360.0,4.0,Central Midfield,31.0,€9.00m,Celtic FC
250188474,ederson,Brazil,Midfielder,52816,0.0,0.0,0.0,9.0,5.0,0.0,1.0,4.0,9.0,2.0,0.0,2.0,1.0,5.0,7.0,3,0,89.75,224.0,201.0,0.0,3.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.36,32.62,360.0,4.0,Goalkeeper,31.0,€30.00m,Manchester City
250188474,ederson,Brazil,Midfielder,52816,0.0,0.0,0.0,9.0,5.0,0.0,1.0,4.0,9.0,2.0,0.0,2.0,1.0,5.0,7.0,3,0,89.75,224.0,201.0,0.0,3.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.36,32.62,360.0,4.0,Central Midfield,25.0,€50.00m,Atalanta BC
250134536,inbeom hwang,Korea Republic,Midfielder,52749,0.0,6.0,0.0,1.0,6.0,3.0,1.0,2.0,16.0,9.0,3.0,6.0,7.0,7.0,2.0,1,0,84.25,193.0,162.0,18.19,11.0,2.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8,31.14,360.0,4.0,Central Midfield,28.0,€12.00m,Feyenoord Rotterdam
250112217,angelo stiller,Germany,Midfielder,50107,0.0,6.0,0.0,1.0,5.0,3.0,1.0,1.0,10.0,3.0,0.0,3.0,0.0,1.0,4.0,0,0,90.0,334.0,301.0,40.0,10.0,4.0,10.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.05,29.08,360.0,4.0,Defensive Midfield,23.0,€32.00m,VfB Stuttgart
250101557,morten hjulmand,Denmark,Midfielder,50149,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,22.0,6.0,4.0,2.0,5.0,3.0,5.0,1,0,83.5,159.0,134.0,0.0,0.0,0.0,14.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.86,31.36,360.0,4.0,Defensive Midfield,25.0,€45.00m,Sporting CP
250187672,pedro henrique,Brazil,Defender,52707,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,31.0,4.0,1.0,3.0,12.0,3.0,3.0,1,0,82.75,165.0,137.0,25.0,4.0,1.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.55,35.56,360.0,4.0,Left-Back,22.0,€2.50m,Shakhtar Donetsk
250065419,stefan posch,Austria,Defender,52969,0.0,0.0,0.0,4.0,4.0,0.0,3.0,1.0,20.0,10.0,4.0,6.0,10.0,11.0,4.0,2,0,75.5,165.0,124.0,22.23,9.0,2.0,6.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.39,33.01,360.0,4.0,Right-Back,27.0,€14.00m,Atalanta BC
250025791,benjamin andre,France,Midfielder,75797,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,25.0,15.0,7.0,8.0,7.0,9.0,7.0,2,0,83.25,196.0,162.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.33,30.17,360.0,4.0,Defensive Midfield,34.0,€15.00m,LOSC Lille
250014709,marten de roon,Netherlands,Midfielder,52816,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,29.0,6.0,3.0,3.0,4.0,4.0,0.0,0,0,93.75,254.0,238.0,0.0,4.0,0.0,5.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.92,32.82,360.0,4.0,Defensive Midfield,33.0,€24.00m,Atalanta BC
250128120,alphonso davies,Canada,Midfielder,50037,0.0,0.0,1.0,13.0,3.0,1.0,0.0,2.0,19.0,5.0,2.0,3.0,3.0,1.0,8.0,0,0,93.5,271.0,252.0,11.12,9.0,1.0,7.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.59,35.6,360.0,4.0,Left-Back,24.0,€80.00m,Bayern Munich
250163454,piero hincapie,Ecuador,Defender,50109,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,27.0,4.0,1.0,3.0,13.0,5.0,3.0,0,0,90.75,286.0,262.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.4,33.25,360.0,4.0,Centre-Back,23.0,€40.00m,Bayer 04 Leverkusen
250116734,ladislav krejci,Czechia,Defender,2602798,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,22.0,6.0,4.0,2.0,12.0,3.0,4.0,1,0,91.5,279.0,255.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.19,33.62,360.0,4.0,Centre-Back,25.0,€12.00m,Girona FC
250113001,ryan gravenberch,Netherlands,Midfielder,7889,0.0,0.0,0.0,9.0,1.0,0.0,1.0,0.0,26.0,5.0,2.0,3.0,4.0,2.0,3.0,0,0,91.0,206.0,189.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.1,31.7,360.0,4.0,Defensive Midfield,22.0,€55.00m,Liverpool FC
250122983,pierre kalulu,France,Defender,50139,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,14.0,3.0,0.0,3.0,10.0,1.0,1.0,0,0,96.75,309.0,298.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.59,32.51,360.0,4.0,Centre-Back,24.0,€35.00m,Juventus FC
250153945,alvaro carreras,Spain,Defender,50147,0.0,0.0,1.0,7.0,1.0,1.0,0.0,0.0,22.0,9.0,3.0,6.0,7.0,3.0,2.0,1,0,83.25,219.0,188.0,33.34,9.0,3.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.29,33.31,360.0,4.0,Left-Back,21.0,€18.00m,SL Benfica
250079545,dayot upamecano,France,Defender,50037,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,25.0,9.0,5.0,4.0,7.0,6.0,0.0,1,0,97.0,307.0,297.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.24,34.27,360.0,4.0,Centre-Back,26.0,€60.00m,Bayern Munich
250064444,mykola matvienko,Ukraine,Defender,52707,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,1.0,18.0,0.0,1.0,0,0,89.0,261.0,233.0,0.0,1.0,0.0,10.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.12,33.81,360.0,4.0,Centre-Back,28.0,€20.00m,Shakhtar Donetsk
250055660,jonathan tah,Germany,Defender,50109,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,18.0,1.0,0.0,1.0,12.0,4.0,0.0,1,0,95.75,265.0,254.0,50.0,2.0,1.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.11,33.8,360.0,4.0,Centre-Back,29.0,€40.00m,Bayer 04 Leverkusen
250077679,timi max elsnik,Slovenia,Midfielder,50069,0.0,14.0,2.0,4.0,2.0,0.0,2.0,0.0,20.0,4.0,2.0,2.0,9.0,2.0,1.0,1,0,78.25,168.0,136.0,23.81,21.0,5.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.07,33.66,360.0,4.0,Central Midfield,26.0,€4.00m,Red Star Belgrade
250064064,marquinhos,Brazil,Defender,52747,0.0,0.0,0.0,0.0,5.0,2.0,2.0,1.0,22.0,0.0,0.0,0.0,8.0,3.0,1.0,1,0,96.5,381.0,368.0,0.0,1.0,0.0,7.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.98,33.04,360.0,4.0,Centre-Back,30.0,€75.00m,Paris Saint-Germain
250132401,kenny lala,France,Defender,2601306,0.0,0.0,0.0,5.0,3.0,0.0,2.0,1.0,21.0,0.0,0.0,0.0,16.0,1.0,2.0,0,0,79.75,199.0,159.0,20.0,10.0,2.0,10.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.89,32.37,360.0,4.0,Right-Back,33.0,€14.00m,Stade Brestois 29
250121149,emanuel aiwu,Austria,Defender,50111,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,18.0,9.0,7.0,2.0,21.0,8.0,6.0,1,0,88.75,138.0,122.0,0.0,2.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.51,33.23,360.0,4.0,Centre-Back,24.0,€3.50m,SK Sturm Graz
250068808,olivier boscagli,France,Defender,50062,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,29.0,9.0,3.0,6.0,10.0,4.0,5.0,0,0,89.75,334.0,303.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.41,31.0,360.0,4.0,Centre-Back,27.0,€27.00m,PSV Eindhoven
250051754,willi orban,Hungary,Defender,2603790,0.0,0.0,0.0,1.0,5.0,2.0,3.0,0.0,16.0,2.0,2.0,0.0,11.0,3.0,3.0,0,0,90.0,238.0,215.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.31,32.08,360.0,4.0,Centre-Back,32.0,€20.00m,RB Leipzig
250053044,brandon mechele,Belgium,Defender,50043,0.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,19.0,8.0,4.0,4.0,15.0,7.0,0.0,0,0,88.25,262.0,233.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.09,32.27,360.0,4.0,Centre-Back,32.0,€7.00m,Club Brugge KV
250087118,valeriy bondar,Ukraine,Defender,52707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,6.0,4.0,2.0,14.0,4.0,0.0,1,0,93.75,207.0,194.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.97,33.46,360.0,4.0,Centre-Back,25.0,€6.00m,Shakhtar Donetsk
250188247,alexsandro,Brazil,Defender,75797,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,33.0,4.0,1.0,3.0,10.0,2.0,5.0,0,0,81.0,189.0,154.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.49,32.9,360.0,4.0,Centre-Back,25.0,€12.00m,LOSC Lille
250174126,willian pacho,Ecuador,Defender,52747,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.0,4.0,1.0,3.0,10.0,5.0,2.0,0,0,96.25,396.0,383.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.47,32.46,360.0,4.0,Centre-Back,23.0,€40.00m,Paris Saint-Germain
250130786,martin vitik,Czechia,Defender,50033,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,17.0,6.0,4.0,2.0,25.0,3.0,2.0,1,0,84.75,95.0,81.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.68,33.29,360.0,4.0,Centre-Back,22.0,€15.00m,AC Sparta Prague
250127439,william saliba,France,Defender,52280,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,18.0,3.0,2.0,1.0,12.0,3.0,4.0,0,0,92.0,266.0,248.0,50.0,2.0,1.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.61,32.79,360.0,4.0,Centre-Back,23.0,€80.00m,Arsenal FC
250076126,theo hernandez,France,Defender,50058,0.0,4.0,0.0,3.0,10.0,1.0,5.0,4.0,22.0,3.0,1.0,2.0,7.0,1.0,5.0,0,0,91.5,219.0,202.0,37.5,8.0,3.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.37,34.79,360.0,4.0,Left-Back,27.0,€60.00m,AC Milan
250131541,cesar blackman,Panama,Defender,52797,0.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,23.0,5.0,3.0,2.0,7.0,1.0,7.0,0,0,84.25,132.0,111.0,0.0,7.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.15,33.03,360.0,4.0,Right-Back,26.0,€2.00m,Slovan Bratislava
250000679,kevin theophilecatherine,France,Defender,50164,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,28.0,5.0,3.0,2.0,25.0,1.0,0.0,0,0,82.75,115.0,98.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.11,31.25,360.0,4.0,Centre-Back,35.0,€5.00m,GNK Dinamo Zagreb
250135672,soumaula coulibaly,France,Defender,2601306,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,27.0,5.0,2.0,3.0,17.0,1.0,3.0,0,0,91.5,188.0,173.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.59,32.48,360.0,4.0,Centre-Back,21.0,€9.00m,Stade Brestois 29
250017040,nicolas otamendi,Argentina,Defender,50147,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,22.0,4.0,3.0,1.0,25.0,1.0,1.0,0,0,95.0,232.0,222.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.44,30.16,360.0,4.0,Centre-Back,37.0,€35.00m,SL Benfica
250176201,joel ordonez,Ecuador,Defender,50043,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,19.0,6.0,3.0,3.0,20.0,3.0,1.0,0,0,93.75,233.0,219.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.42,31.16,360.0,4.0,Centre-Back,20.0,€18.00m,Club Brugge KV
